-23.197837,-45.888011
-23.197097,-45.888142
-23.197033,-45.888146
-23.197075,-45.888820
-23.197163,-45.889506
-23.196471,-45.889637
-23.195688,-45.889775
-23.194980,-45.889865
-23.194392,-45.890007
-23.193938,-45.890081
-23.193268,-45.890175
-23.193171,-45.890180
-23.193036,-45.890170
-23.192885,-45.890138
-23.192241,-45.889846
-23.192139,-45.889779
-23.191852,-45.889485
-23.191785,-45.889435
-23.190985,-45.888548
-23.190011,-45.887492
-23.189568,-45.886957
-23.188712,-45.885987
-23.187688,-45.884863
-23.187478,-45.884623
-23.187053,-45.884089
-23.186772,-45.883759
-23.186689,-45.883563
-23.186424,-45.882177
-23.186270,-45.881429
-23.186210,-45.881100
-23.186195,-45.880872
-23.186207,-45.880752
-23.186443,-45.879893
-23.186487,-45.879800
-23.186559,-45.879718
-23.188214,-45.879037
-23.188338,-45.879025
-23.188426,-45.879061
-23.188481,-45.879114
-23.188530,-45.879206
-23.188540,-45.879083
-23.188530,-45.878894
-23.188945,-45.878633
-23.189240,-45.878454
-23.189865,-45.878072
-23.190329,-45.877743
-23.190699,-45.877387
-23.190984,-45.877128
-23.191319,-45.876803
-23.191391,-45.876741
-23.192125,-45.876041
-23.192612,-45.875555
-23.192565,-45.875402
-23.192453,-45.875360
-23.190279,-45.874343
-23.190534,-45.873744
-23.190121,-45.873545
